timestamp,run_id,gpu_name,gpu_vram_mb,model_name,quantization,model_size_gb,context_length,prompt_tier,avg_ttft_ms,std_ttft_ms,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,ttft_first_ms,ttft_steady_ms,avg_tps,std_tps,avg_power_w,total_energy_wh,avg_kv_cache_estimated_mb,avg_kv_cache_estimated_percent,num_runs,perplexity,cpu_info,system_ram
2026-02-06T18:33:47.730387,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,F16,12.556773483753204,16384,small,16.40,0.37,16.26,17.17,17.53,16.48,16.40,65.85,0.87,280.8,5.0772,84.0,,40,12.0618,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:35:11.307576,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,F16,12.556773483753204,16384,medium,15.71,0.38,15.56,16.58,16.67,15.59,15.71,64.68,0.81,281.2,5.0810,197.0,,40,12.0618,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:36:36.297153,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,F16,12.556773483753204,16384,large,17.67,0.53,17.40,18.83,19.39,17.41,17.68,61.45,0.80,280.7,5.3540,700.5,,40,12.0618,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:38:06.010609,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,F16,12.556773483753204,16384,xlarge,21.97,0.57,22.03,22.82,22.96,22.81,21.95,48.33,0.48,278.7,7.9833,3965.0,,40,12.0618,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:40:18.954860,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q8_0,6.671763718128204,16384,tiny,8.87,0.30,8.76,9.94,10.02,8.81,8.87,115.49,1.30,296.2,3.5879,72.5,,40,12.0515,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:41:07.082707,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q8_0,6.671763718128204,16384,small,10.00,0.09,10.01,10.15,10.20,9.84,10.00,115.34,0.04,298.0,3.6039,84.0,,40,12.0515,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:41:55.319388,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q8_0,6.671763718128204,16384,medium,9.11,0.06,9.10,9.26,9.35,9.12,9.11,112.42,0.04,298.5,3.6115,197.0,,40,12.0515,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:42:44.707656,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q8_0,6.671763718128204,16384,large,11.23,0.14,11.24,11.45,11.65,11.11,11.23,103.28,0.05,295.5,3.5760,700.5,,40,12.0515,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:43:38.572582,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q8_0,6.671763718128204,16384,xlarge,15.11,0.19,15.08,15.45,15.82,14.91,15.12,71.70,0.02,291.8,5.2393,3965.0,,40,12.0515,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:45:10.388108,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q6_K,5.151469528675079,16384,tiny,7.14,0.06,7.13,7.34,7.38,7.25,7.14,143.88,0.06,366.2,2.2541,72.5,,40,12.0863,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:45:49.313688,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q6_K,5.151469528675079,16384,small,8.35,0.12,8.35,8.53,8.53,8.35,8.35,141.84,0.11,365.7,2.2503,84.0,,40,12.0863,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:46:28.776466,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q6_K,5.151469528675079,16384,medium,7.48,0.04,7.48,7.62,7.65,7.46,7.48,137.40,0.08,363.9,2.2415,197.0,,40,12.0863,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:47:09.411498,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q6_K,5.151469528675079,16384,large,9.51,0.10,9.53,9.66,9.68,9.54,9.51,124.09,0.04,353.7,2.1871,700.5,,40,12.0863,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:47:54.510754,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q6_K,5.151469528675079,16384,xlarge,13.54,0.24,13.52,13.89,14.34,13.23,13.55,81.11,0.03,327.3,5.8210,3965.0,,40,12.0863,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:49:17.935150,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q5_K_M,4.456538498401642,16384,tiny,6.32,0.05,6.32,6.45,6.54,6.32,6.32,162.50,0.10,333.9,2.0574,72.5,,40,12.1506,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:49:52.508428,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q5_K_M,4.456538498401642,16384,small,7.49,0.14,7.50,7.72,7.76,7.39,7.50,160.02,0.09,334.0,2.0605,84.0,,40,12.1506,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:50:27.626418,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q5_K_M,4.456538498401642,16384,medium,6.68,0.07,6.67,6.84,7.02,6.68,6.67,154.50,0.12,333.5,2.0559,197.0,,40,12.1506,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:51:03.909225,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q5_K_M,4.456538498401642,16384,large,8.69,0.13,8.67,8.96,9.02,8.72,8.69,137.79,0.06,326.7,2.0209,700.5,,40,12.1506,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:51:44.654237,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q5_K_M,4.456538498401642,16384,xlarge,12.59,0.10,12.62,12.70,12.94,12.54,12.60,86.75,0.04,308.1,3.7195,3965.0,,40,12.1506,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:53:00.393492,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q4_K_M,3.802485764026642,16384,tiny,5.61,0.03,5.61,5.64,5.75,5.64,5.61,183.95,0.10,330.8,2.0316,72.5,,40,12.2605,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:53:31.083545,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q4_K_M,3.802485764026642,16384,small,6.78,0.15,6.77,7.00,7.35,6.82,6.78,180.67,0.15,330.3,2.0302,84.0,,40,12.2605,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:54:02.352815,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q4_K_M,3.802485764026642,16384,medium,5.94,0.05,5.94,6.04,6.21,5.91,5.94,173.52,0.11,329.1,2.0248,197.0,,40,12.2605,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:54:34.800206,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q4_K_M,3.802485764026642,16384,large,7.98,0.23,7.95,8.70,8.88,7.80,7.98,152.80,0.09,322.8,1.9896,700.5,,40,12.2605,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:55:11.687721,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q4_K_M,3.802485764026642,16384,xlarge,11.85,0.16,11.87,12.23,12.45,11.94,11.85,92.26,0.64,304.3,3.6690,3965.0,,40,12.2605,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:56:21.758821,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q3_K_M,3.0731309056282043,16384,tiny,4.89,0.01,4.89,4.92,4.93,4.88,4.89,211.17,0.06,382.2,2.3350,72.5,,40,12.5928,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:56:48.727592,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q3_K_M,3.0731309056282043,16384,small,5.98,0.11,6.00,6.15,6.18,6.01,5.98,206.89,0.11,381.3,2.3250,84.0,,40,12.5928,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:57:16.270729,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q3_K_M,3.0731309056282043,16384,medium,5.25,0.03,5.25,5.29,5.41,5.29,5.25,197.54,0.09,377.0,2.2986,197.0,,40,12.5928,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:57:45.000436,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q3_K_M,3.0731309056282043,16384,large,7.21,0.17,7.18,7.59,7.78,7.07,7.22,171.10,0.08,362.2,2.2171,700.5,,40,12.5928,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:58:18.174594,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q3_K_M,3.0731309056282043,16384,xlarge,11.16,0.16,11.15,11.57,11.58,11.10,11.16,98.86,0.02,324.1,3.8929,3965.0,,40,12.5928,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:59:22.360285,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q2_K,2.360438644886017,16384,tiny,4.16,0.02,4.16,4.19,4.19,4.16,4.16,249.81,0.15,394.4,0.1049,72.5,,40,15.3308,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T18:59:45.377045,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q2_K,2.360438644886017,16384,small,5.31,0.19,5.27,5.58,6.24,5.22,5.31,243.86,0.16,384.4,2.3315,84.0,,40,15.3308,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:00:09.506196,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q2_K,2.360438644886017,16384,medium,4.50,0.02,4.50,4.53,4.54,4.53,4.50,230.98,0.12,386.8,2.3583,197.0,,40,15.3308,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:00:34.269283,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q2_K,2.360438644886017,16384,large,6.48,0.12,6.47,6.71,6.90,6.30,6.49,195.70,0.09,368.6,2.2512,700.5,,40,15.3308,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:01:03.511193,2026-02-06T07-31-50Z_5c10,NVIDIA GeForce RTX 4090,24564,DeepSeek-Coder-7B,Q2_K,2.360438644886017,16384,xlarge,10.39,0.09,10.38,10.49,10.78,10.39,10.39,106.57,0.02,324.8,3.9082,3965.0,,40,15.3308,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:02:39.981194,2026-02-06T08-02-01Z_8dcb,NVIDIA GeForce RTX 4090,24564,DeepSeek-R1-Distill-Qwen-14B-GGUF,Q8_0,14.62325206398964,2048,tiny,17.66,0.09,17.64,17.83,18.16,18.16,17.65,58.88,0.01,298.8,1.8576,0.1,,40,,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:03:06.950109,2026-02-06T08-02-01Z_8dcb,NVIDIA GeForce RTX 4090,24564,DeepSeek-R1-Distill-Qwen-14B-GGUF,Q8_0,14.62325206398964,2048,small,17.64,0.03,17.64,17.69,17.73,17.66,17.64,58.83,0.01,301.4,1.8748,0.1,,40,,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:03:34.596018,2026-02-06T08-02-01Z_8dcb,NVIDIA GeForce RTX 4090,24564,DeepSeek-R1-Distill-Qwen-14B-GGUF,Q8_0,14.62325206398964,2048,medium,18.15,1.19,17.69,21.67,22.94,17.67,18.16,57.47,2.97,293.6,0.2620,0.1,,40,,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:03:56.355727,2026-02-06T08-02-01Z_8dcb,NVIDIA GeForce RTX 4090,24564,DeepSeek-R1-Distill-Qwen-14B-GGUF,Q8_0,14.62325206398964,2048,large,17.67,0.05,17.66,17.84,17.89,17.77,17.67,59.28,0.08,298.9,0.0988,0.2,,40,,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:04:17.400307,2026-02-06T08-02-01Z_8dcb,NVIDIA GeForce RTX 4090,24564,DeepSeek-R1-Distill-Qwen-14B-GGUF,Q8_0,14.62325206398964,2048,xlarge,18.25,0.07,18.23,18.44,18.52,18.25,18.25,56.62,0.02,310.7,3.7502,2.1,,40,,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:06:04.839518,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,F16,17.220788210630417,8192,tiny,21.62,0.20,21.56,22.34,22.51,21.59,21.62,47.29,0.02,286.0,6.8226,83.8,,40,7.6644,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:07:51.756823,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,F16,17.220788210630417,8192,small,25.77,2.92,24.29,29.92,38.84,25.69,25.77,47.09,0.05,287.1,8.5449,100.5,,40,7.6644,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:09:48.211143,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,F16,17.220788210630417,8192,medium,24.35,0.34,24.27,25.10,26.04,24.19,24.36,47.09,0.02,287.2,8.5469,110.2,,40,7.6644,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:11:44.613952,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,F16,17.220788210630417,8192,large,24.35,0.25,24.29,25.18,25.25,24.20,24.35,47.04,0.01,287.4,8.5459,135.5,,40,7.6644,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:13:41.184478,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,F16,17.220788210630417,8192,xlarge,23.85,0.28,23.72,24.34,24.34,23.72,23.85,43.91,0.01,289.5,8.6204,2371.5,,40,7.6644,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:16:12.216132,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q8_0,9.152245730161667,8192,tiny,12.78,0.05,12.77,12.88,12.98,12.73,12.78,80.61,0.03,290.1,3.4821,83.8,,40,7.6665,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:17:15.074184,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q8_0,9.152245730161667,8192,small,16.38,0.32,16.43,16.92,17.12,16.71,16.37,80.13,0.04,291.5,5.2021,100.5,,40,7.6665,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:18:24.086335,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q8_0,9.152245730161667,8192,medium,16.62,0.38,16.58,17.49,17.55,16.37,16.63,79.93,0.56,291.6,5.1990,110.2,,40,7.6665,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:19:33.338975,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q8_0,9.152245730161667,8192,large,16.62,0.22,16.64,16.96,17.11,16.54,16.62,80.01,0.02,292.1,5.2037,135.5,,40,7.6665,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:20:42.527169,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q8_0,9.152245730161667,8192,xlarge,14.79,0.08,14.80,14.90,14.91,14.90,14.79,71.37,0.01,296.0,5.2809,2371.5,,40,7.6665,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:22:20.129585,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q6_K,7.067872256040573,8192,tiny,10.49,0.03,10.49,10.55,10.56,10.49,10.49,98.85,0.02,352.9,2.1602,66.6,,40,7.6803,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:22:59.194001,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q6_K,7.067872256040573,8192,small,13.70,0.33,13.67,14.26,14.92,13.28,13.71,97.99,0.04,355.2,4.2418,100.5,,40,7.6803,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:23:55.958645,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q6_K,7.067872256040573,8192,medium,13.88,0.30,13.86,14.53,14.61,13.71,13.88,97.88,0.06,355.6,4.2556,110.2,,40,7.6803,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:24:52.807411,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q6_K,7.067872256040573,8192,large,14.21,0.26,14.25,14.55,14.72,13.92,14.21,97.65,0.03,355.6,4.2545,135.5,,40,7.6803,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:25:49.824396,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q6_K,7.067872256040573,8192,xlarge,12.57,0.07,12.59,12.69,12.69,12.43,12.57,84.97,0.03,352.6,4.2097,2371.5,,40,7.6803,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:27:13.382532,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q5_K_M,6.190842837095261,8192,tiny,9.44,0.10,9.43,9.50,9.99,9.49,9.44,109.91,0.10,327.9,3.9309,90.2,,40,7.6662,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:28:03.951453,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q5_K_M,6.190842837095261,8192,small,12.88,0.26,12.85,13.34,13.36,13.18,12.87,109.09,0.06,327.6,3.9300,100.5,,40,7.6662,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:28:54.796873,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q5_K_M,6.190842837095261,8192,medium,12.71,0.18,12.71,12.97,13.44,12.78,12.71,108.98,0.04,327.5,3.9300,106.2,,40,7.6662,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:29:43.195277,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q5_K_M,6.190842837095261,8192,large,9.50,0.04,9.50,9.57,9.60,9.55,9.50,108.96,0.09,329.0,3.9443,135.5,,40,7.6662,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:30:34.279791,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q5_K_M,6.190842837095261,8192,xlarge,11.54,0.12,11.53,11.88,11.96,11.57,11.54,93.42,0.11,327.9,3.9305,2371.5,,40,7.6662,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:31:49.948930,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q4_K_M,5.365403383970261,8192,tiny,8.52,0.02,8.52,8.56,8.57,8.53,8.52,122.11,0.05,319.8,3.8126,90.2,,40,7.7730,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:32:36.059247,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q4_K_M,5.365403383970261,8192,small,11.96,0.29,11.92,12.54,12.55,11.74,11.97,121.04,0.04,321.7,3.8421,100.5,,40,7.7730,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:33:22.208483,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q4_K_M,5.365403383970261,8192,medium,12.05,0.51,11.93,13.72,14.08,11.83,12.06,120.89,0.05,322.9,3.8594,110.2,,40,7.7730,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:34:08.598700,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q4_K_M,5.365403383970261,8192,large,8.58,0.08,8.58,8.74,8.99,8.53,8.59,120.90,0.03,324.0,3.8684,135.5,,40,7.7730,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:34:54.947081,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q4_K_M,5.365403383970261,8192,xlarge,10.57,0.10,10.58,10.81,10.93,10.64,10.57,102.01,0.03,324.0,3.8775,2371.5,,40,7.7730,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:36:03.265448,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q3_K_M,4.434754580259323,8192,tiny,7.67,0.04,7.66,7.77,7.79,7.65,7.67,136.35,0.02,368.2,2.2372,86.1,,40,7.9860,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:36:42.150053,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q3_K_M,4.434754580259323,8192,small,11.10,0.32,11.16,11.64,11.66,11.24,11.09,134.94,0.08,367.0,2.2341,100.5,,40,7.9860,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
2026-02-06T19:37:23.725327,2026-02-06T08-05-18Z_8de6,NVIDIA GeForce RTX 4090,24564,Gemma-2-9B-It,Q3_K_M,4.434754580259323,8192,medium,11.53,0.68,11.38,12.90,13.05,10.65,11.55,133.04,2.11,363.7,2.2184,110.2,,40,7.9860,AMD Ryzen 9 5900X 12-Core Processor,62.7 GB
